SERIAL;JOURV8;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A2BIS;A3_0;A3_1;A3BIS;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B5Q;B5AQ;B5BQ;B5CQ;B6Q_0;B6Q_1;B6Q_2;C5_0;C5_1;C5_2;C5_3;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;Q411;Q412;Q413;Q414;Q415;Q416;Q417;Q418;Q419;Q4110;Q4111;Q4112;Q4113;Q4114;Q4115;Q4116;Q4117;Q4118;Q4119;Q4120;Q4121;Q4122;Q4123;Q4124;Q4125;Q4126;Q4127;Q4128;Q4129;Q4130;Q4131;Q421;Q422;Q423;Q424;Q425;Q426;Q427;Q428;Q429;Q4210;Q4211;Q4212;Q4213;Q4214;Q4215;Q4216;Q4217;Q4218;Q4219;Q4220;Q4221;Q4222;Q4223;Q4224;Q4225;Q4226;Q4227;Q4228;Q4229;Q4230;Q4231;Q43_0;Q43_1;Q43_2;Q44_0;Q44_1;Q44_2;Q45;Q46;Q47Q_0;Q47Q_1;Q48Q_0;Q48Q_1;Q410V1Q;Q410V2Q;Q411V1Q;Q411V2Q;Q412V;Q413V;D70V;D71V;D72_0;D72_1;D72_2;D72_3;D72_4;D72_5;D72_6;D73
4557;4;1;1;2;4;12;2;5;8;7;7;5;2;2;;2;3;;2;5;1;2;1;1;1;2;2;2;3;0;0;;;;0;1;0;4;4;4;4;;;;;1;4;12;2;2;0;0;7;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;2;;2;;;;;;;;;;;1;1;1;2;1;1;6;6;10;90;10;90;;;;;1;2;4;2;2;1;2;2;2;1;2;1
4558;4;1;2;10;83;12;2;7;7;3;1;2;10;2;;2;3;;2;9;1;1;1;1;1;1;1;1;1;0;0;;;;0;0;0;4;4;4;4;;;;;1;83;12;5;2;0;1;3;1;;;;;;;;;;;;;;;;1;2;2;;2;;;;;;;;;;;2;1;;;;;;;;2;2;2;;;;;;;;;;;;;;;;;;;;7;7;7;1;1;3;7;5;;;;;;;;;2;4;2;2;1;1;1;1;1;2;1;1
4559;4;1;1;10;75;1;5;7;7;1;8;2;9;2;;2;3;;2;8;1;1;3;7;1;2;2;2;1;70;1;65;;;0;1;0;2;2;1;4;;;;;1;75;1;3;1;0;0;3;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;1;;1;3;4;6;2;2;2;3;2;50;50;50;50;;;;;2;1;3;2;2;2;2;2;2;2;2;2
4560;4;2;2;1;92;1;5;8;8;1;1;6;8;2;;2;3;;2;3;1;2;3;1;3;3;3;3;2;180;10;;20;10;5;10;0;4;4;4;4;;;;;1;92;1;6;5;0;0;4;2;1;;;;;;;;1;;;;1;;1;;;;;;;;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;2;3;3;3;5;3;30;70;30;70;;;;;1;1;2;2;2;1;2;2;2;1;1;1
4561;4;1;2;2;7;11;2;6;8;3;1;2;8;2;;2;3;;2;7;1;1;1;1;2;1;1;1;1;130;4;;57;35;0;1;0;3;3;4;3;;;;;1;7;11;4;3;1;0;4;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;5;4;2;1;1;1;4;9;0;100;40;60;;;;;2;3;3;1;2;2;2;2;2;2;2;1
4562;4;1;2;1;75;1;5;8;8;1;9;3;6;1;2;;3;;2;8;1;6;1;1;1;1;1;1;1;90;0;;;;0;0;0;3;3;3;2;;;;;1;75;1;4;5;2;0;4;2;2;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;1;3;3;8;8;;;100;0;;;;;2;1;2;2;1;1;1;3;1;1;1;1
4563;4;1;2;10;50;4;1;7;7;3;3;8;1;2;;2;3;;1;5;1;1;1;1;1;1;2;2;1;345;4;;70;30;11;0;0;2;3;3;3;;;;;1;50;4;9;2;0;0;6;2;2;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;2;6;5;3;2;2;7;7;40;60;80;20;;;;;2;1;2;2;1;1;1;2;1;2;1;1
4564;4;1;2;10;74;11;3;7;7;5;9;3;5;2;;2;2;;2;6;2;2;3;2;3;2;1;4;2;720;4;;36;5;0;3;0;3;4;4;3;;;;;1;74;11;2;1;0;0;4;1;;;;;;;;;;;;;;;;1;2;2;;2;;;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;7;7;7;2;2;2;4;9;50;50;50;50;;;;;2;2;2;3;1;1;1;1;2;1;2;1
4565;4;2;2;1;75;1;5;8;8;1;3;4;7;2;;2;3;;2;5;1;1;1;1;1;1;1;1;1;60;1;21;;;2;0;0;4;4;4;4;;;;;1;75;1;3;5;0;5;6;2;2;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;5;2;1;2;3;3;7;9;50;50;50;50;;;;;2;1;4;3;3;3;3;3;3;3;1;3
4566;4;1;2;10;95;1;5;7;7;3;1;6;5;2;;2;3;;2;9;1;1;1;1;1;1;1;2;2;0;0;;;;0;0;0;3;3;3;3;;;;;1;95;1;4;2;0;0;5;2;1;;;;;;;;1;;;;1;;2;;;;;;;;;;;;;;;;2;2;2;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;1;1;7;1;1;1;8;9;50;50;;;;;;;2;3;3;1;1;1;2;3;3;2;2;1
4567;4;1;1;10;95;1;5;7;7;3;2;5;9;2;;2;3;;2;9;1;3;1;3;2;1;1;2;3;150;10;;;;2;0;0;3;1;3;2;;;;;1;95;1;3;2;0;2;3;1;;;;;;;;;;;;;;;;2;;;;;;;;2;2;1;;;;;2;1;;;;;;;;1;;;;2;;1;;;;;;;;;;;;;;;;5;3;3;1;1;1;6;9;50;50;70;30;;;;;2;3;3;2;2;3;3;3;1;1;2;1
4568;4;2;2;1;77;1;5;8;8;2;5;4;1;1;3;;3;;2;7;1;1;1;1;1;3;2;2;2;0;0;;;;2;1;0;2;2;3;3;;;;;1;77;1;2;2;0;2;6;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;3;1;1;3;3;3;7;6;10;90;50;50;;;;;2;2;2;2;1;1;2;1;1;1;1;1
4569;4;1;2;3;12;10;1;1;6;7;3;8;1;2;;2;3;;2;7;1;1;2;3;2;1;1;1;2;420;5;;38;35;1;7;0;4;4;4;4;4;;;;1;12;10;4;3;1;0;3;2;1;;;;;;;;1;;;;1;;2;;;;;;;;;;;;;;;;2;1;;;;;;;;1;;;;1;2;;;;;;;;;;;;;;;;;3;1;1;3;3;3;8;9;30;70;40;60;0;;;;2;3;2;2;1;1;1;1;1;2;1;1
4570;4;2;2;2;78;1;5;4;8;5;2;5;8;2;;2;3;;2;8;2;2;7;2;2;7;2;2;2;120;1;30;;;0;4;0;4;4;4;1;;;;;1;78;1;2;1;0;0;5;2;2;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;3;4;9;50;50;75;25;;;;70;2;4;4;2;3;3;2;1;1;1;3;1
4571;4;1;2;10;17;9;1;7;7;3;1;8;2;2;;2;3;;2;9;1;2;1;1;1;1;1;2;1;90;2;;38;70;1;1;0;3;2;2;3;;;;;1;17;9;4;2;0;0;4;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;1;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;5;6;6;1;2;2;6;6;50;50;80;20;;;;;2;3;2;2;1;1;1;1;1;1;3;1
4572;4;1;2;10;55;6;1;7;7;3;1;10;6;2;;2;3;;2;9;1;2;2;1;1;1;1;1;1;420;2;;73;72;1;1;0;1;4;2;1;;;;;1;55;6;6;2;0;1;4;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;3;3;5;4;5;95;25;75;;;;;2;3;3;2;1;1;2;2;2;1;1;4
4573;4;2;1;1;3;11;1;1;2;3;8;7;4;2;;2;3;;2;7;1;1;1;1;1;1;1;2;1;90;2;;32;20;2;5;3;3;3;4;5;4;;;;1;3;11;5;4;1;0;2;1;;;;;;;;;;;;;;;;2;;;;;;;;2;2;2;;;;;2;1;;;;;;;;2;1;;2;;;;;;;;;;;;;;;;;;;3;1;1;3;3;1;6;3;60;40;50;50;1;;50;;1;1;1;2;1;1;1;1;1;1;1;1
4574;4;1;2;10;94;1;5;7;7;3;6;3;10;2;;2;3;;2;7;1;1;1;1;1;1;2;5;3;215;15;;;;2;0;0;4;4;4;4;;;;;1;94;1;4;2;0;1;3;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;7;7;7;1;1;1;8;9;50;50;50;50;;;;;2;2;2;2;1;1;1;2;2;1;1;1
4575;4;1;2;1;92;1;5;8;8;1;4;1;8;1;4;;1;2;1;7;1;1;2;2;3;2;3;2;1;210;25;;45;22;3;2;1;2;3;2;3;;;;;1;92;1;3;3;0;0;6;2;1;;;;;;;;2;1;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;1;2;;;;;;;;;;;;5;4;2;2;3;3;7;5;40;60;40;60;;;;;2;2;2;2;1;3;1;2;2;1;3;1
4576;4;1;1;10;91;1;5;7;7;5;8;1;6;2;;2;2;;2;7;1;1;1;1;1;1;2;2;2;180;9;;55;55;2;0;0;4;4;4;4;;;;;1;91;1;3;1;0;1;6;1;;;;;;;;;;;;;;;;1;2;1;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;2;;2;;;;;;;;;;;7;7;6;2;2;2;6;6;50;50;50;50;;;;;2;1;2;2;1;1;3;3;3;3;1;1
4577;4;1;1;10;77;1;2;7;7;3;1;10;9;2;;2;3;;2;10;1;2;1;2;1;1;1;2;2;30;10;;35;30;0;3;0;4;4;4;4;;;;;1;77;1;7;2;0;1;3;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;2;2;7;1;1;1;7;1;100;0;100;0;;;;;2;3;2;2;3;3;3;1;3;2;1;1
4578;4;2;1;1;24;9;2;8;8;1;5;4;10;2;;2;1;2;2;9;1;2;1;1;1;3;1;2;1;360;2;;27;;0;7;0;4;4;4;4;;;;;1;24;9;7;4;0;4;5;1;;;;;;;;;;;;;;;;1;2;1;1;;;;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;2;2;3;3;10;90;30;70;;;;;2;3;2;2;1;1;2;1;1;1;1;1
4579;4;2;1;1;64;9;1;8;8;1;3;8;1;2;;2;3;;2;6;1;4;2;1;2;1;1;3;3;270;10;;;;0;3;3;4;4;4;4;;;;;2;65;10;3;1;0;0;4;2;2;1;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;1;;;;2;;2;;;;;;;;5;3;2;1;1;3;8;9;0;100;;;;;;;2;2;2;2;1;1;1;1;1;1;1;1
4580;4;1;2;2;10;6;1;6;8;3;8;2;6;1;4;;3;;2;3;1;2;6;6;2;2;2;2;2;70;0;;;;0;7;0;1;2;3;4;;;;;1;10;6;6;4;2;0;5;1;;;;;;;;;;;;;;;;2;;;;;;;;2;1;;2;;;;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;5;2;2;1;5;3;5;95;50;50;;;;;2;2;2;2;1;3;1;1;3;1;1;1
4581;4;1;2;3;91;1;5;3;6;1;5;8;2;2;;2;3;;2;8;1;1;1;1;1;1;1;1;1;20;0;;;;0;2;4;3;2;3;3;2;;;;1;91;1;3;3;0;1;4;2;2;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;3;3;1;1;3;1;8;9;;;;;;50;;;2;3;2;2;2;1;2;2;1;1;2;1
4582;4;2;2;3;74;11;2;3;2;4;1;2;9;2;;2;3;;2;8;1;1;1;1;2;1;1;2;1;60;0;;;;1;1;0;1;1;1;1;2;;;;1;74;11;4;4;3;0;4;2;2;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;4;4;4;1;1;1;3;1;25;75;50;50;;0;;;2;2;2;2;1;1;2;2;2;2;2;1
4583;4;1;1;1;75;1;5;8;8;1;1;5;8;1;3;;1;;1;10;1;1;1;2;1;1;1;1;1;300;3;;20;;0;3;0;1;1;2;1;;;;;1;75;1;3;5;3;1;5;1;;;;;;;;;;;;;;;;1;1;;;;2;;1;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;3;1;2;2;1;1;8;9;20;80;60;40;;;;;2;2;2;1;2;1;1;2;2;2;1;1
4584;4;1;2;1;42;11;3;5;8;2;2;8;7;1;3;;3;;2;7;3;2;1;1;2;4;2;2;2;600;8;;16;47;6;0;0;3;3;3;4;;;;;1;42;11;9;4;1;0;1;1;;;;;;;;;;;;;;;;2;;;;;;;;2;2;2;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;7;7;7;3;3;3;8;9;0;100;30;70;;;;;2;2;3;3;1;1;2;2;2;2;2;2
4585;4;1;2;2;95;1;5;1;2;2;3;2;10;2;;2;2;;2;8;1;1;2;1;1;5;2;2;1;480;8;;28;26;2;1;5;4;4;4;4;1;;;;1;95;1;2;2;0;0;5;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;1;1;;;;;;;;;;;;1;7;1;3;3;3;7;9;0;100;0;100;0;;;;2;3;2;2;1;1;2;2;3;2;1;1
4586;4;1;1;1;1;11;2;1;6;1;8;9;6;2;;2;3;;2;6;1;1;1;2;3;1;2;3;2;0;0;;;;0;7;3;4;4;4;2;1;;;;1;1;11;5;3;0;0;1;1;;;;;;;;;;;;;;;;2;;;;;;;;1;;;;2;1;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;8;9;;;;;;;;;2;4;3;3;1;1;2;1;1;1;3;1
4587;4;1;1;2;75;1;5;1;2;3;9;1;4;2;;2;3;;2;6;2;2;3;2;2;2;2;3;3;60;4;;20;22;2;2;2;1;1;1;1;1;;;;1;75;1;5;4;2;0;6;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;7;7;7;1;1;1;6;7;50;50;50;50;50;;40;;1;1;2;2;1;2;2;1;1;1;1;3
4588;4;2;2;1;94;1;5;1;6;1;6;1;9;2;;2;3;;2;6;1;1;2;1;1;2;2;3;1;180;4;;50;50;2;2;3;4;3;3;3;5;;;;1;94;1;4;3;0;0;1;1;;;;;;;;;;;;;;;;2;;;;;;;;2;2;1;;;;;2;1;;;;;;;;1;;;;1;2;;;;;;;;;;;;;;;;;7;7;7;3;3;3;5;9;;;;;0;;;;2;4;4;2;1;1;2;1;1;1;2;1
4589;4;1;2;3;27;4;1;1;6;2;5;4;3;2;;2;3;;2;6;1;1;1;1;1;1;1;3;2;0;0;;;;0;0;4;3;3;4;4;1;;;;1;27;4;5;2;0;0;4;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;2;2;2;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;1;1;7;1;1;3;6;2;25;75;40;60;90;;100;;2;2;2;2;1;1;2;1;1;1;1;1
4590;4;1;1;1;68;6;3;2;2;2;8;5;2;2;;2;1;;2;8;2;5;1;1;1;1;1;3;2;120;6;;61;61;0;7;0;4;1;3;2;1;;;;2;68;6;6;5;1;0;6;2;2;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;1;;;;1;2;;;;;;;;;;;;;;;;;2;1;1;3;2;3;6;4;10;90;20;80;0;;;;2;3;4;1;3;3;2;1;1;3;2;1
4591;4;1;1;1;77;1;1;8;8;1;6;5;2;2;;2;3;;2;5;5;3;3;3;2;1;3;2;2;0;0;;;;0;0;3;3;2;4;1;;;;;1;77;1;7;3;0;0;4;2;2;2;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;5;3;2;1;1;3;7;9;50;50;50;50;;;;;2;4;1;2;1;1;1;3;1;1;2;1
4592;4;2;1;1;8;6;1;3;1;1;3;4;8;2;;2;3;;2;8;1;3;1;1;2;3;3;4;2;60;0;;;;4;7;0;3;3;4;4;3;;;;1;8;6;6;3;0;0;5;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;1;;2;;;;;;;;;;;;;;;;;;;2;1;1;1;3;3;6;3;10;90;10;90;;1;;;2;1;3;2;1;3;2;2;1;2;1;1
4593;4;1;1;1;77;1;1;1;6;1;1;2;9;1;6;;3;;2;6;1;1;1;2;5;1;2;3;2;600;0;;;;0;1;1;4;4;4;4;1;;;;1;77;1;5;3;0;0;4;1;;;;;;;;;;;;;;;;2;;;;;;;;2;2;2;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;5;4;4;2;2;2;8;9;5;95;10;90;5;;95;;2;3;2;2;1;1;1;1;2;2;1;1
4594;4;2;1;1;31;10;1;8;8;1;3;4;8;2;;2;3;;2;5;1;3;2;1;4;2;3;2;2;480;7;;20;20;3;0;0;4;4;4;4;;;;;2;86;9;2;1;0;0;5;2;2;2;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;3;2;1;3;3;3;1;1;50;50;80;20;;;;;2;3;2;2;1;1;1;2;1;1;1;2
4595;4;1;2;3;42;11;2;4;8;3;5;9;1;2;;4;3;;2;8;1;1;2;5;2;5;1;2;2;30;50;;48;3;0;1;1;2;2;1;1;;;;;1;42;11;2;6;4;0;4;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;2;2;;2;;;;6;6;7;3;3;3;1;1;0;0;0;0;;;;1;2;4;1;1;2;2;2;2;2;2;2;1
4596;4;2;2;1;87;9;1;4;8;1;3;7;5;2;;2;3;;2;7;1;5;1;1;4;4;2;2;2;60;6;;18;25;5;1;0;2;1;3;2;;;;;1;87;9;4;2;0;0;4;2;1;;;;;;;;2;1;;2;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;1;1;;;;;;;;;;;;1;7;7;1;3;3;4;9;30;70;50;50;;;;20;2;2;3;2;2;1;2;2;2;2;1;1
4597;4;1;2;2;42;11;1;6;8;2;4;3;8;2;;2;3;;2;7;1;3;2;2;3;2;2;3;3;450;9;;9;37;2;2;0;1;1;1;1;;;;;1;42;11;4;4;2;0;4;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;7;6;2;1;1;3;1;1;50;50;50;50;;;;;2;3;3;1;1;1;1;1;1;1;1;1
4598;4;2;1;1;17;9;1;8;8;1;1;8;9;2;;2;3;;2;9;3;3;1;4;1;1;1;2;1;360;4;;55;55;1;1;0;4;4;4;4;;;;;2;17;9;6;4;0;0;4;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;1;3;3;3;8;9;0;100;0;100;;;;;2;3;4;1;2;1;2;2;1;2;2;2
4599;4;2;2;3;34;10;1;5;8;2;5;2;4;2;;2;3;;2;8;1;1;2;1;1;1;1;2;3;60;3;;;24;1;0;1;3;3;3;3;;;;;1;34;10;4;3;1;0;4;1;;;;;;;;;;;;;;;;2;;;;;;;;1;;;;1;;2;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;2;7;2;1;2;1;4;1;50;50;80;20;;;;;2;3;4;2;3;1;2;2;1;2;2;2
4600;4;1;1;3;75;1;5;1;6;3;1;3;10;2;;1;3;;2;10;2;2;2;2;2;2;2;2;2;240;4;;31;31;3;3;4;4;4;3;2;1;2;3;5;1;75;1;3;2;1;0;6;2;2;1;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;1;;1;1;1;1;2;2;2;7;6;50;50;60;40;100;;100;;2;1;2;1;2;2;2;2;2;2;2;1
4601;4;1;1;1;47;9;3;8;8;1;4;5;2;2;;2;1;;1;7;1;1;1;1;2;1;1;2;1;180;2;;20;19;2;1;0;3;4;3;3;;;;;1;47;9;3;5;2;0;4;1;;;;;;;;;;;;;;;;2;;;;;;;;2;2;1;;;;;1;;;;;;;;;;;;;;;;2;1;;;;1;2;;;;;;;;;1;2;1;1;3;3;1;2;49;51;59;41;;;;;2;3;2;4;1;1;1;1;1;2;1;1
4602;4;2;2;1;88;6;3;5;8;1;2;5;4;2;;2;3;;2;3;2;1;1;5;2;1;3;3;2;360;3;;50;45;0;7;0;4;4;4;4;;;;;1;88;6;4;3;0;0;2;2;1;;;;;;;;1;;;;1;;1;;;;;;;;;;;;;;;;2;2;1;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;8;9;;;;;;;;;2;4;3;1;1;1;1;1;2;3;2;1
4603;4;1;2;1;38;11;1;1;6;1;1;3;6;2;;2;3;;2;8;2;2;1;1;3;1;3;6;3;480;30;;30;30;2;2;20;4;4;4;4;1;;;;1;38;11;5;3;0;3;6;2;1;;;;;;;;1;;;;2;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;1;1;;;;;;;;;;;;6;1;1;1;3;3;1;2;50;50;50;50;;;;;2;2;2;2;1;1;2;1;1;1;1;2
4604;4;2;1;1;76;4;3;1;6;2;1;10;11;1;4;;1;;2;8;1;1;1;1;1;1;1;2;1;320;2;;19;20;2;2;5;1;1;1;1;1;;;;1;76;4;5;6;4;0;4;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;6;6;5;1;2;2;6;1;40;60;40;60;0;;;;2;1;1;1;2;2;2;2;1;1;2;2
4605;4;2;1;3;81;10;3;1;6;7;9;4;2;2;;2;3;;2;4;1;1;1;1;2;1;2;3;3;750;15;;37;57;1;3;1;4;2;3;3;1;;;;1;81;10;3;3;1;0;3;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;6;7;7;1;1;1;6;1;40;60;50;50;0;;;;2;2;3;2;3;1;2;2;2;3;2;1
4606;5;1;2;10;53;7;1;7;7;1;6;8;7;2;;2;4;;2;5;1;1;1;1;1;1;6;2;2;331;4;;61;7;1;1;0;4;4;4;4;;;;;1;53;7;4;1;0;0;3;2;2;1;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;1;;;;1;2;;;;;;;;;;;;;;;;;1;1;1;3;3;3;5;1;0;100;0;100;;;;;2;4;2;2;3;3;3;3;3;2;1;1
4607;4;1;2;1;86;9;2;6;8;1;1;9;2;2;;2;3;;2;9;1;1;1;1;1;3;1;2;1;120;50;;22;54;0;3;0;4;4;3;4;;;;;1;86;9;3;3;1;0;2;2;2;2;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;2;1;;2;;;;;;;;;;;;;;;;;;;2;2;2;1;1;1;5;1;25;75;10;90;;;;;2;3;2;1;1;1;2;1;1;1;2;1
4608;4;2;2;1;75;1;5;8;8;1;4;2;11;2;;2;3;;2;8;1;1;1;1;1;1;1;2;2;360;0;;;;1;0;0;1;3;4;3;;;;;1;75;1;4;5;1;0;4;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;7;7;7;1;1;1;6;3;50;50;100;0;;;;;1;2;3;1;1;1;2;1;1;1;2;1
4609;4;2;2;3;27;4;2;4;8;3;1;2;7;2;;2;3;;1;8;1;2;1;1;1;1;2;2;2;70;3;;28;2;2;1;0;4;3;4;4;;;;;1;27;4;5;4;2;0;3;1;;;;;;;;;;;;;;;;1;1;;;;1;2;;;;;;;;;2;1;;;;;;;;2;2;1;;;;;;;;;;;;;;;;;;;;6;6;6;1;2;2;6;9;40;60;40;60;;;;10;2;2;3;1;2;2;2;2;2;2;2;1
4610;4;1;1;3;63;11;2;4;2;1;5;8;2;2;;2;3;;2;7;3;5;3;6;3;1;3;1;6;0;0;;;;0;0;0;4;3;4;1;2;;;;1;63;11;2;1;0;0;3;1;;;;;;;;;;;;;;;;2;;;;;;;;2;2;2;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;3;3;2;9;0;100;0;100;;;;0;2;2;4;3;1;1;1;1;1;1;1;1
4611;4;2;1;3;93;1;5;4;2;3;5;2;11;2;;2;3;;2;5;1;2;3;1;1;1;2;1;1;0;1;34;;;2;1;0;1;1;3;1;5;;;;1;93;1;2;2;0;0;4;1;;;;;;;;;;;;;;;;1;2;1;1;;;;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;1;1;8;9;50;50;50;50;;;;50;2;3;4;3;1;1;1;1;1;1;2;1
4612;4;2;2;1;93;1;5;8;8;1;1;4;3;2;;2;3;;2;6;2;1;1;1;4;2;2;1;3;0;0;;;;0;0;0;3;3;3;3;;;;;1;93;1;4;6;3;3;5;1;;;;;;;;;;;;;;;;1;1;;;;1;2;;;;;;;;;2;2;2;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;3;2;2;1;1;3;4;9;30;70;30;70;;;;;2;3;3;1;2;2;2;2;2;2;2;2
4613;5;3;2;1;65;10;3;8;8;1;1;5;4;2;;2;3;;2;8;1;1;1;2;1;1;4;3;1;0;0;;;;0;20;0;4;4;4;1;;;;;1;65;10;;3;0;0;4;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;7;7;7;1;1;1;2;2;50;50;40;60;;;;;2;4;4;1;2;2;2;2;2;2;2;1
4614;5;2;2;3;84;12;2;1;6;1;3;6;5;2;;2;3;;2;8;1;3;1;1;2;1;5;4;3;600;6;;25;25;1;1;5;2;2;4;1;1;;;;1;84;12;2;1;0;0;3;1;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;;;;2;2;2;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;2;1;1;1;1;1;4;9;100;0;100;0;0;;;;2;1;4;1;2;2;2;2;1;2;2;1
