SERIAL;JOUR;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A3_0;A3_1;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A7_0;A7_1;A7_2;A7_3;A7_4;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B4_0;B4_1;B4_2;B4_3;B4_4;B5Q;C1C2;C3;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;ALEA;D1;D2;D3;D4_0;D4_1;D4_2;D5;D6
4645;7;1;1;8;33;9;4;3;2;3;1;3;8;2;;3;;2;;2;2;1;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;1;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;33;9;7;3;0;0;5;1;1;1;2;1;1;1;1;1
4646;7;2;1;6;6;12;4;1;4;3;1;8;2;2;;3;;2;;2;2;2;2;2;3;2;2;3;2;9;2;2;2;2;2;2;2;2;3;0;;;;;;0;2;;2;2;2;2;2;2;2;2;3;2;3;3;3;;;;1;6;12;3;4;2;0;6;1;3;5;3;1;1;1;1;3
4647;7;1;1;7;78;1;5;1;3;1;1;8;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;3;5;4;1;2;1;1;1;6;0;;;;;;1;3;;2;2;1;2;2;2;2;2;1;1;1;1;5;;;;1;78;1;3;1;0;0;4;2;1;2;2;1;1;1;1;3
4648;7;1;1;9;92;1;5;3;2;3;1;9;10;2;;3;;2;;2;2;2;2;2;2;1;2;2;2;8;1;6;5;5;1;1;1;2;6;105;2;3;;;;0;3;;2;3;1;2;2;1;3;2;1;1;4;1;2;;;;1;92;1;5;2;0;0;6;1;4;2;2;1;1;1;1;3
4649;7;1;1;5;69;11;4;1;4;3;4;3;2;2;;3;;2;;2;2;2;1;1;2;2;2;2;2;8;1;6;3;1;2;1;1;2;3;10;1;;;;;0;4;;2;2;2;2;2;2;2;2;4;4;4;4;6;;;;1;69;11;5;2;1;0;3;2;3;3;1;2;2;2;1;2
4650;7;1;2;5;63;11;4;1;5;1;1;8;6;2;;3;;2;;2;2;2;2;1;2;2;2;2;2;7;1;2;2;1;1;1;1;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;2;2;3;5;;;;1;63;11;2;1;0;0;6;2;1;2;2;1;1;1;1;1
4651;7;1;2;6;84;12;4;2;5;5;1;4;2;2;;3;;2;;1;2;1;2;1;2;2;2;2;2;10;1;1;3;4;1;1;1;1;6;60;2;;;;;4;4;2;2;2;2;2;2;2;2;2;4;4;4;4;4;;;;1;84;12;4;3;0;0;4;1;3;4;1;1;1;1;1;3
4652;7;1;1;6;75;1;5;1;3;3;1;6;8;2;;3;;2;;2;2;1;2;2;2;2;2;2;2;8;1;4;2;1;1;1;1;2;3;60;1;3;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;75;1;3;2;0;0;6;2;2;2;3;1;1;1;1;1
4653;7;1;2;2;75;1;5;1;4;2;1;8;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;1;5;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;2;4;3;;;;1;75;1;5;5;3;0;4;1;1;2;2;1;1;1;1;3
4654;7;1;1;7;93;1;5;1;4;3;1;2;6;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;6;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;93;1;4;2;0;0;5;2;1;1;2;1;1;1;1;1
4655;7;2;2;7;94;1;5;1;4;4;8;5;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;6;1;1;1;1;1;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;94;1;3;1;0;0;6;2;3;3;3;3;3;3;1;1
4656;7;2;1;2;59;5;4;1;5;3;1;4;5;2;;2;;2;;1;2;2;2;1;2;2;2;2;2;8;1;2;2;2;3;2;1;3;2;0;;;;;;0;2;;2;2;3;2;2;2;2;2;3;2;4;4;2;;;;1;59;5;3;3;1;0;6;1;1;2;3;2;2;2;1;1
4657;7;2;2;3;2;5;1;2;5;3;7;8;1;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;2;1;2;1;1;1;6;2;600;4;;;;;10;3;2;2;2;2;2;2;2;2;2;4;3;4;4;1;;;;1;2;5;5;4;2;0;1;2;4;4;1;2;2;2;1;2
4658;7;3;1;3;75;1;5;1;3;3;3;1;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;1;6;6;1;1;1;1;1;3;0;;;;;;0;2;;2;2;2;2;2;2;2;2;3;4;4;3;3;;;;1;75;1;4;3;1;0;6;1;2;2;1;1;1;3;1;3
4659;7;2;2;8;6;12;4;3;5;3;10;3;1;2;;1;;2;;2;2;2;2;2;2;2;2;2;2;9;2;3;1;2;2;1;1;2;4;300;2;4;;;;3;1;2;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;6;12;5;3;0;0;5;1;1;2;2;1;1;1;1;1
4660;7;1;2;3;77;1;5;1;5;3;9;1;7;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;2;5;3;1;2;1;1;1;5;0;;;;;;0;4;2;2;2;2;2;2;2;1;2;1;3;3;2;5;;;;1;77;1;4;4;2;2;4;1;5;3;2;3;1;3;1;1
4661;7;2;2;3;38;11;1;4;5;7;1;5;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;3;6;1;1;2;1;2;2;6;0;;;;;;2;2;2;2;2;2;2;2;2;2;2;4;3;4;3;5;;;;1;38;11;5;2;0;0;4;2;2;2;2;1;1;1;1;1
4662;7;2;2;7;83;12;4;1;4;3;1;6;8;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;2;1;2;1;1;1;2;2;0;;;;;;2;2;2;2;2;2;3;2;2;2;2;4;4;4;4;1;;;;1;83;12;5;3;1;0;5;2;1;1;3;3;3;3;1;1
4663;7;1;2;5;77;1;5;3;2;1;1;7;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;2;6;0;;;;;;1;2;2;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;77;1;3;1;1;0;5;1;3;4;1;1;1;1;1;1
4664;7;1;1;4;59;5;3;1;5;3;1;8;9;2;;1;;2;;2;2;2;2;1;2;2;2;2;1;9;1;2;1;1;1;5;1;3;1;70;1;;;;;0;2;;2;2;2;2;2;2;2;2;3;3;4;3;3;;;;2;59;5;7;5;3;0;4;1;1;1;2;3;1;1;1;1
4665;7;1;1;8;59;5;4;1;6;3;1;8;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;1;4;1;1;1;1;1;4;60;2;;;;;0;2;;2;2;2;2;2;1;2;2;4;4;4;4;1;;;;1;59;5;5;2;0;0;4;1;3;3;3;1;1;1;1;1
4666;7;1;2;3;59;5;4;2;5;1;1;4;7;1;5;2;;2;;2;2;1;1;2;2;2;2;2;2;10;2;4;1;1;1;1;1;1;4;10;1;;;;;3;2;2;2;2;2;2;2;2;1;2;3;3;4;3;5;;;;1;59;5;3;1;1;0;4;2;1;1;2;1;1;1;1;1
4667;7;1;2;9;63;11;4;2;5;3;1;8;9;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;6;1;1;1;1;1;1;6;0;;;;;;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;63;11;7;2;0;0;3;1;5;4;1;3;3;3;3;3
4668;7;2;2;7;13;12;4;2;6;3;1;4;10;2;;1;;2;;2;2;2;2;2;2;2;2;2;2;8;2;2;2;2;1;1;1;1;6;0;;;;;;0;4;2;2;2;2;2;2;1;2;2;2;2;2;3;5;;;;1;13;12;5;4;1;0;5;2;4;2;3;1;1;1;1;1
4669;7;2;1;5;1;11;3;1;6;1;1;5;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;3;1;1;1;1;1;1;6;30;1;2;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;6;;;;1;1;11;1;1;0;0;3;1;4;4;3;3;3;3;3;3
4670;7;1;2;7;33;9;1;1;3;7;1;2;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;2;3;2;1;1;1;1;1;6;0;;;;;;0;2;2;2;2;1;2;2;2;2;2;4;4;4;4;3;;;;1;33;9;5;4;1;0;5;1;1;2;2;1;1;1;1;1
4671;7;2;1;5;19;9;1;1;5;1;8;2;5;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;1;1;1;1;1;1;1;3;0;;;;;;0;3;;2;2;2;2;2;2;2;2;2;1;2;3;5;;;;1;19;9;4;1;0;0;3;2;2;3;1;1;1;2;1;1
4672;7;1;1;3;69;11;4;1;3;3;2;8;5;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;2;0;;;;;;0;3;;1;2;2;2;2;2;2;2;4;4;4;4;3;;;;1;69;11;3;5;3;0;6;1;2;4;1;2;2;2;1;3
4673;7;2;1;7;4;12;1;1;5;3;10;6;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;3;2;1;1;1;1;1;1;1;1;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;1;5;;;1;4;12;5;3;1;0;2;2;4;4;1;2;2;2;2;2
4674;7;2;1;4;53;7;1;1;6;7;1;3;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;1;6;1;2;2;1;2;2;3;75;2;;;;;2;2;;2;2;2;2;2;2;2;2;4;3;4;3;1;;;;1;53;7;4;2;0;0;4;2;2;5;1;1;2;2;1;3
4675;7;1;2;8;42;11;4;1;5;5;1;3;8;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;3;6;240;1;4;;;;1;2;2;2;2;2;2;2;2;2;2;3;3;3;4;1;;;;1;42;11;4;1;0;1;3;1;3;3;3;1;1;1;1;1
4676;7;1;2;8;13;12;2;2;5;5;1;3;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;5;1;1;1;1;1;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;3;4;5;;;;1;13;12;4;1;0;0;3;1;4;4;3;2;2;3;1;2
4677;7;1;1;6;47;9;3;1;6;5;5;2;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;5;2;2;2;2;2;2;2;2;4;60;2;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;47;9;1;1;0;0;3;2;3;2;2;2;2;2;1;1
4678;7;3;1;8;38;11;4;1;4;2;3;5;1;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;6;1;4;1;1;1;1;2;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;3;4;4;3;;;;1;38;11;10;3;0;0;6;1;4;2;2;3;3;3;1;1
4679;7;1;2;4;75;1;5;1;3;3;7;8;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;2;2;1;1;1;1;1;1;150;1;3;;;;10;3;2;2;2;2;2;2;2;2;2;2;2;2;3;5;;;;1;75;1;4;3;1;0;4;2;1;1;2;2;2;1;2;2
4680;7;1;2;3;91;1;5;1;5;3;1;10;9;2;;3;;2;;1;1;1;1;1;2;2;1;1;1;9;1;2;3;2;2;3;2;1;2;90;3;4;;;;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;;;;1;91;1;6;3;1;0;6;1;1;1;1;1;1;1;1;1
4681;7;1;1;8;47;9;3;1;5;3;1;8;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;2;3;2;1;2;1;1;1;4;0;;;;;;0;3;;2;2;2;2;2;2;2;2;4;3;1;3;5;;;;1;47;9;6;2;0;0;3;1;2;2;2;1;1;1;1;1
4682;7;2;1;9;60;5;4;2;4;3;3;9;1;2;;3;;2;;2;2;1;2;2;2;2;2;1;2;9;1;2;1;1;1;1;1;2;2;90;1;;;;;30;2;;2;2;3;2;2;2;2;2;4;3;3;3;3;;;;1;60;5;5;3;1;0;5;1;1;1;2;1;1;1;2;2
4683;7;1;2;4;69;11;4;1;5;3;1;8;5;1;3;1;2;2;;1;2;1;1;1;1;1;2;2;2;10;1;2;1;1;1;1;1;1;2;40;1;;;;;1;3;2;2;2;2;2;2;2;2;2;1;1;3;3;1;;;;1;69;11;1;2;0;2;3;2;3;1;1;1;1;1;1;1
4684;7;2;1;4;64;9;4;1;6;1;6;4;1;2;;3;;2;;2;2;2;2;2;2;1;2;2;2;7;1;5;2;1;1;1;1;1;5;15;5;;;;;0;4;;2;2;2;2;2;2;2;2;1;1;1;1;5;;;;1;64;9;4;2;1;0;4;2;2;4;1;1;1;1;1;1
4685;7;1;2;2;83;12;2;2;5;3;4;1;10;2;;2;;2;;2;1;2;2;2;2;1;2;1;2;7;3;3;5;2;4;4;4;4;3;0;;;;;;1;3;2;2;2;2;2;2;2;2;2;2;2;3;1;2;;;;1;83;12;4;3;1;0;6;1;4;5;3;3;3;3;3;3
4686;7;1;2;2;84;12;4;1;5;2;1;8;9;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;10;3;2;1;1;2;1;1;2;5;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;3;2;4;5;;;;1;84;12;2;2;0;0;3;1;2;2;3;1;1;1;1;3
4687;7;2;1;6;13;12;4;1;3;2;1;3;10;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;2;1;1;2;6;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;3;4;3;1;;;;1;13;12;3;2;0;0;6;2;5;5;3;1;1;1;1;1
4688;7;2;1;3;33;9;4;1;5;1;1;8;2;1;6;3;;2;;2;2;2;2;2;2;1;2;2;2;9;2;2;1;1;1;1;3;1;5;0;;;;;;0;2;;2;2;2;2;2;2;2;2;2;2;1;2;1;;;;1;33;9;1;1;0;0;5;1;4;4;1;2;2;2;1;3
4689;7;2;1;1;16;9;1;3;2;2;6;8;4;2;;1;;2;;2;2;2;2;2;2;2;2;2;2;6;1;2;2;2;3;3;4;2;5;210;1;2;;;;1;2;;2;2;1;2;2;2;2;2;4;4;4;2;2;;;;1;16;9;8;2;2;0;4;1;2;3;3;2;2;3;1;1
4690;7;1;2;3;83;12;2;3;2;1;8;2;1;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;5;1;4;1;1;1;1;1;1;6;120;2;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;2;;;;1;83;12;2;1;0;0;6;2;4;4;1;2;1;1;1;1
4691;7;1;1;1;13;12;4;1;3;3;1;6;4;2;;1;;2;;2;2;2;2;2;2;2;2;2;2;8;1;2;4;3;3;2;3;2;3;61;1;;;;;2;2;;2;1;1;2;1;1;2;2;2;3;2;2;1;;;;1;13;12;5;2;0;0;6;2;1;1;1;1;1;2;1;1
4692;7;1;2;4;69;11;4;1;5;3;1;6;9;2;;3;;2;;2;1;2;2;1;2;2;2;2;2;9;1;3;3;1;1;1;1;1;1;0;;;;;;0;3;2;2;3;2;2;2;2;2;2;3;4;3;3;5;;;;1;69;11;3;4;2;0;5;2;4;3;1;2;1;2;1;2
4693;7;2;1;2;85;7;2;1;6;7;6;2;1;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;2;6;4;2;1;1;1;1;6;90;3;;;;;3;1;;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;85;7;6;3;1;0;3;1;5;5;3;1;1;1;1;3
4694;7;1;1;4;95;1;5;1;3;2;3;8;6;1;3;3;;2;;2;2;1;2;2;2;2;2;2;2;6;1;4;1;1;1;1;1;2;1;0;;;;;;0;2;;2;2;1;2;2;2;2;2;3;3;4;3;3;;;;1;95;1;3;2;0;0;5;2;3;3;1;2;1;1;1;1
4695;7;1;2;6;64;9;4;1;4;3;1;3;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;2;3;2;4;2;2;1;1;4;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;2;2;2;2;3;;;;1;64;9;6;3;1;0;8;2;5;5;3;1;1;1;1;1
4696;7;1;2;5;63;11;1;4;5;7;3;6;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;2;3;1;1;1;1;1;1;0;;;;;;0;2;2;2;2;2;2;2;1;2;2;4;3;4;4;5;;;;1;63;11;7;5;2;0;4;2;2;2;1;2;2;2;1;1
4697;7;1;2;5;26;11;1;1;5;2;3;10;1;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;2;1;1;1;1;1;1;3;240;4;;;;;1;2;2;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;26;11;4;5;3;0;5;1;4;4;1;1;1;1;1;2
4698;7;1;2;7;77;1;3;1;4;3;1;10;8;2;;3;;2;;2;2;2;2;2;2;2;2;2;1;10;1;3;1;1;1;1;1;1;4;0;;;;;;0;3;2;2;1;2;2;2;2;2;2;3;3;3;2;3;;;;1;77;1;5;4;0;0;4;1;1;3;3;1;1;1;1;1
4699;7;1;1;2;13;12;4;1;1;3;3;10;4;2;;1;;1;38.9;2;2;1;1;1;1;1;2;1;2;7;1;2;2;1;2;3;1;2;2;120;1;2;3;4;;20;2;;2;2;2;2;2;2;2;2;2;2;2;2;4;;;;1;13;12;2;2;0;0;4;2;2;2;2;1;1;1;1;1
4700;7;1;1;6;4;12;2;4;5;1;1;4;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;2;6;1;1;1;1;1;1;3;60;2;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;4;6;;;;1;4;12;2;1;0;0;6;2;4;3;1;2;2;2;2;1
4701;7;2;1;5;33;9;1;1;6;3;3;1;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;2;2;1;1;1;1;1;6;3;20;1;;;;;0;3;;2;2;2;2;2;2;2;2;4;3;4;4;1;;;;1;33;9;5;4;2;0;5;1;3;3;1;1;1;1;1;1
4702;7;2;1;5;77;1;3;1;3;3;3;8;5;2;;2;;2;;2;2;2;2;2;2;2;1;2;2;7;1;2;1;1;1;1;1;2;6;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;1;4;3;;;;1;77;1;6;4;2;0;6;2;3;4;1;1;1;1;1;1
4703;7;1;1;2;17;9;1;1;5;1;1;7;6;2;;1;;2;;2;2;2;2;2;2;2;2;2;2;8;2;2;1;2;1;1;1;1;3;120;1;4;;;;5;3;;2;2;2;2;2;2;2;2;1;4;3;1;1;;;;1;17;9;3;1;0;0;4;1;3;3;1;2;2;2;1;1
4704;7;2;2;4;33;9;4;1;5;3;8;1;4;2;;2;;2;;1;2;2;1;2;2;2;2;1;2;10;1;2;1;1;2;1;1;1;6;30;2;;;;;0;4;2;2;2;3;2;2;2;2;2;1;1;1;1;4;;;;1;33;9;4;3;1;0;6;1;2;5;3;1;1;1;1;1
4705;7;2;1;8;1;11;1;1;6;2;2;8;4;1;2;3;;2;;2;2;2;2;1;2;2;2;2;3;7;2;6;6;5;2;1;1;1;3;60;1;2;;;;2;4;;2;2;2;2;2;2;2;2;4;4;4;4;6;;;;1;1;11;4;3;1;0;5;2;5;5;3;1;1;1;1;1
4706;7;1;1;5;42;11;1;1;5;2;5;1;2;2;;4;;2;;2;2;2;2;2;2;2;2;2;2;10;2;2;2;2;2;1;1;2;6;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;2;4;1;;;;1;42;11;5;5;1;0;4;2;4;4;1;1;1;1;1;1
4707;7;1;2;8;43;11;3;1;5;5;1;6;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;2;6;60;2;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;3;4;5;;;;1;43;11;3;1;0;0;4;1;4;5;3;1;1;1;1;1
4708;7;1;2;4;94;1;5;1;5;1;1;6;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;3;6;3;2;2;1;1;1;6;0;;;;;;0;3;2;2;2;2;2;2;1;2;2;3;3;4;3;3;;;;1;94;1;2;1;1;0;4;2;2;2;3;1;1;1;1;3
4709;7;1;2;5;47;9;3;2;6;1;2;9;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;2;5;1;1;2;1;1;2;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;2;4;5;;;;1;47;9;4;1;0;0;5;1;2;2;2;1;1;1;1;1
4710;7;2;2;2;95;1;3;4;6;3;1;8;5;2;;3;;2;;1;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;2;4;5;;;;1;95;1;2;2;0;0;4;2;1;1;2;1;1;1;1;3
4711;7;1;2;7;78;1;5;1;6;1;1;8;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;1;1;2;1;1;1;1;2;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;6;;;;2;45;2;6;2;0;0;5;2;5;5;3;1;1;1;1;1
4712;7;2;1;2;75;1;5;1;5;1;1;6;3;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;10;1;1;2;2;2;1;1;2;5;80;2;;;;;0;2;;2;2;1;2;2;2;2;2;4;4;4;4;3;;;;1;75;1;6;3;0;0;6;2;2;4;1;1;1;1;1;1
4713;7;1;2;7;77;1;5;1;5;3;1;8;2;2;;1;;2;;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;1;1;3;0;;;;;;0;5;2;2;2;2;2;2;2;2;2;4;4;4;4;2;;;;1;77;1;5;4;1;0;3;2;4;5;3;1;1;1;1;1
4714;7;1;1;3;6;12;4;1;5;2;7;2;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;0;2;3;1;1;5;4;5;3;5;480;1;2;4;;;50;2;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;6;12;7;2;0;0;6;1;4;4;1;2;2;2;2;2
4715;7;2;1;2;1;11;3;1;6;1;5;2;6;2;;3;;2;;2;2;2;2;2;2;2;1;2;2;5;2;4;4;5;1;1;1;1;5;30;2;;;;;0;3;;2;2;2;2;2;2;2;2;4;1;2;1;5;;;;1;1;11;3;1;0;0;4;1;4;4;1;1;1;1;1;1
4716;7;2;1;5;86;9;4;2;6;2;1;9;3;2;;3;;2;;2;2;2;2;1;2;2;2;2;2;8;2;3;1;2;1;1;1;1;4;60;1;2;;;;0;4;;2;2;2;2;2;2;2;2;4;3;2;4;5;;;;1;86;9;4;4;2;0;4;2;2;2;2;1;1;1;1;1
4717;7;2;1;9;83;12;4;1;6;3;1;4;11;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;2;3;2;1;1;1;1;1;6;30;5;;;;;0;4;;2;2;2;2;2;1;2;2;3;2;3;3;1;;;;1;83;12;3;2;0;0;3;1;3;3;1;3;1;2;1;1
4718;7;2;2;3;77;1;5;1;6;2;1;2;8;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;2;2;2;2;1;6;6;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;2;2;3;6;;;;1;77;1;3;4;2;0;4;1;1;1;2;1;1;1;1;1
4719;7;1;1;5;69;11;4;1;5;3;1;8;6;2;;2;;2;;2;2;1;2;2;2;2;2;2;1;7;1;2;1;1;2;1;1;2;3;60;2;;;;;0;3;;2;2;2;2;2;2;2;2;3;3;4;4;1;;;;1;69;11;5;4;2;0;4;2;2;2;2;1;2;2;1;1
4720;7;1;2;7;33;9;4;1;5;3;2;5;1;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;5;1;2;0;;;;;;0;2;2;2;1;2;2;2;2;2;2;4;4;4;4;4;;;;1;33;9;5;4;1;0;5;1;5;4;1;1;1;1;1;3
4721;7;2;1;7;13;12;4;2;6;1;2;5;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;2;2;2;2;2;1;3;2;1;15;5;;;;;0;2;;2;2;2;2;2;2;3;3;4;3;4;3;1;;;;1;13;12;;1;0;0;4;2;5;4;1;2;2;2;2;1
4722;7;1;1;4;75;1;5;1;5;3;1;8;7;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;10;1;1;2;2;1;1;1;1;1;60;1;;;;;5;2;;2;2;2;2;2;2;2;2;1;2;2;1;3;;;;1;75;1;4;5;3;0;6;1;1;1;2;1;1;1;1;1
4723;7;1;1;6;33;9;1;1;6;3;6;1;5;2;;1;;2;;2;2;1;2;2;2;2;1;2;2;8;2;2;2;2;2;2;2;2;3;0;;;;;;0;3;;2;3;2;2;2;2;2;2;3;3;4;2;5;;;;1;33;9;6;3;0;0;3;2;1;1;2;1;1;1;1;1
4724;7;2;1;8;77;1;1;1;5;3;1;5;2;2;;1;;2;;2;2;1;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;2;60;1;;;;;1;4;;2;2;2;2;2;2;2;2;2;1;2;1;3;;;;1;77;1;4;2;0;0;5;1;2;4;3;1;1;1;1;3
4725;7;3;1;4;74;11;3;1;6;1;2;9;6;2;;3;;2;;1;2;2;2;2;2;2;2;2;2;5;2;2;2;1;1;1;2;3;6;240;1;2;;;;5;3;;2;2;1;2;2;2;2;2;3;3;4;3;1;;;;2;74;11;2;2;0;0;3;2;4;4;1;1;1;1;1;1
4726;7;2;1;7;38;11;4;4;6;5;1;8;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;6;1;1;1;1;1;1;6;60;2;;;;;0;2;;2;2;2;2;2;2;2;2;2;1;1;2;5;;;;1;38;11;4;1;0;0;3;1;4;4;1;3;3;3;1;1
4727;7;1;1;5;42;11;2;1;6;1;1;5;8;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;2;1;2;1;1;1;2;4;30;1;;;;;0;3;;2;2;2;2;2;2;2;2;3;3;4;4;1;;;;1;42;11;5;1;1;0;3;2;2;2;3;1;1;1;1;1
4728;7;1;2;3;13;12;4;1;5;3;1;7;4;1;2;1;;1;38.2;1;1;1;1;2;2;1;2;1;2;7;1;2;2;3;1;1;1;1;4;30;2;;;;;2;2;2;2;2;1;2;2;3;2;2;1;2;2;3;5;;;;1;13;12;3;3;1;0;4;1;2;2;2;1;1;1;1;3
4729;7;1;2;6;84;12;1;1;6;1;2;5;7;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;6;1;2;1;1;1;1;1;2;3;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;1;1;4;1;1;;;;1;84;12;3;4;0;2;3;1;2;2;2;1;1;1;1;3
4730;7;1;1;7;77;1;5;2;6;3;1;8;5;2;;3;;2;;2;2;2;2;2;2;2;1;2;2;10;2;1;3;2;1;5;6;1;6;0;;;;;;0;2;;1;2;1;2;2;2;2;2;3;3;3;3;5;;;;1;77;1;2;2;0;0;3;1;5;5;3;1;3;1;1;1
4731;7;1;1;1;33;9;4;1;5;1;3;2;5;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;2;1;2;1;1;1;2;2;0;;;;;;0;2;;2;2;2;2;2;2;2;2;3;3;4;3;1;;;;1;33;9;7;4;0;0;4;2;2;5;1;1;1;1;1;1
4732;7;1;1;7;63;11;2;4;6;3;1;5;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;4;3;2;1;1;2;1;2;60;1;;;;;0;4;;2;2;2;2;2;2;2;2;3;3;1;4;5;;;;1;63;11;5;5;2;0;3;2;4;4;1;2;2;2;2;2
