SERIAL;JOUR;DEVICE;SEXE;AGE2;DEP;REG12;AGGLO5;EMP;PCSI;MAR;A0_0;A0_1;A0_2;A1;A2;A3_0;A3_1;A4;A5Q;A6_0;A6_1;A6_2;A6_3;A6_4;A7_0;A7_1;A7_2;A7_3;A7_4;B1Q;B2_0;B2_1;B2_2;B2_3;B2_4;B2_5;B2_6;B2_7;B2_8;B3Q;B4_0;B4_1;B4_2;B4_3;B4_4;B5Q;C1C2;C3;C4_0;C4_1;C4_2;C4_3;C4_4;C4_5;C4_6;C4_7;C5_0;C5_1;C5_2;C5_3;C6_0;C6_1;C6_2;C6_3;C7;C7DEP;C7REG12;C8Q;C9QA;C9QB;C9QC;C10;ALEA;D1;D2;D3;D4_0;D4_1;D4_2;D5;D6
4733;7;2;1;3;75;1;5;1;5;3;1;2;7;1;3;2;;2;;1;2;1;1;1;1;2;1;2;2;7;1;2;2;1;2;2;2;2;4;60;1;2;4;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;75;1;5;4;2;2;5;1;2;2;3;1;1;2;1;1
4734;7;1;2;3;87;9;1;1;5;3;6;9;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;2;1;1;1;1;1;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;;;;1;87;9;5;4;2;0;5;2;3;3;2;2;2;2;1;1
4735;7;1;2;5;6;12;4;1;6;7;1;2;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;2;1;1;1;1;1;1;1;15;2;;;;;0;3;2;2;2;2;2;2;2;2;2;3;4;4;3;5;;;;1;6;12;3;3;1;0;4;2;4;4;1;2;1;1;1;1
4736;7;2;2;5;42;11;3;1;5;2;1;8;10;2;;4;;2;;2;2;2;1;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;3;3;5;;;;;1;2;2;2;2;2;2;2;2;1;2;4;2;4;4;5;;;;1;42;11;5;2;0;0;4;2;1;1;2;1;1;1;1;1
4737;7;1;2;5;91;1;5;1;5;3;1;8;5;2;;3;;2;;2;2;2;2;1;2;2;2;2;2;9;2;1;1;1;1;1;1;1;2;30;1;;;;;10;2;2;2;2;2;2;2;2;2;2;3;4;3;2;5;;;;1;91;1;5;4;2;2;6;1;1;2;3;1;1;1;1;3
4738;7;1;2;4;38;11;1;1;6;7;1;2;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;5;1;3;2;1;1;1;1;60;3;;;;;1;2;1;2;2;2;2;2;2;2;2;3;3;3;2;4;;;;1;38;11;4;2;0;0;1;2;5;5;2;1;1;1;1;1
4739;7;2;1;5;92;1;5;1;6;5;1;3;5;1;5;2;;2;;2;2;2;2;2;2;1;2;2;2;8;1;4;1;1;1;1;1;1;6;60;1;;;;;0;2;;2;2;2;2;2;2;2;2;1;1;1;1;5;;;;1;92;1;4;3;0;0;3;1;1;1;2;1;1;1;1;1
4740;7;2;1;4;78;1;5;1;6;1;5;10;2;1;2;3;;2;;1;2;1;1;2;2;2;2;2;2;10;1;6;2;2;1;1;1;1;6;0;;;;;;0;2;;3;2;3;2;2;3;3;3;1;1;2;1;5;;;;1;78;1;4;1;0;0;7;1;1;3;3;1;1;1;1;1
4741;7;2;1;3;84;12;4;1;6;3;1;5;10;2;;3;;2;;2;2;2;2;1;2;2;2;2;2;10;2;1;1;1;2;3;1;3;2;60;1;;;;;4;2;;2;2;2;2;2;2;2;2;4;3;2;2;1;;;;1;84;12;4;4;2;0;4;1;1;1;2;1;1;1;1;2
4742;7;1;1;6;38;11;2;4;6;5;1;6;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;3;4;3;1;2;2;1;2;5;60;1;;;;;10;3;;2;2;2;2;2;2;2;2;4;4;3;2;5;;;;1;38;11;2;1;0;0;3;2;3;3;1;1;1;1;1;1
4743;7;2;2;3;38;11;2;2;5;2;1;4;8;2;;3;;2;;2;2;2;2;2;2;2;1;2;2;10;2;2;3;2;1;1;1;2;3;30;2;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;3;3;;;;1;38;11;3;3;1;0;5;1;1;2;2;1;1;1;1;1
4744;7;1;2;7;78;1;5;1;5;5;1;3;10;2;;1;;2;;2;2;2;2;2;2;2;2;2;2;9;4;6;4;5;1;1;1;1;1;0;;;;;;0;3;2;2;1;1;2;2;2;2;2;4;4;4;4;3;;;;1;78;1;4;2;0;0;4;2;1;5;2;2;2;2;1;1
4745;7;1;1;6;3;11;3;1;6;2;3;10;9;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;2;480;1;4;;;;10;5;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;3;11;3;2;0;0;3;2;4;4;1;2;2;2;2;2
4746;7;2;1;5;73;11;2;1;6;1;8;4;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;5;1;4;4;2;5;4;4;3;2;120;2;4;;;;20;3;;2;2;2;2;2;2;2;2;4;2;3;2;1;;;;1;73;11;3;1;0;0;7;1;4;4;1;1;1;1;1;3
4747;7;2;2;5;77;1;5;1;6;2;8;1;5;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;4;1;1;1;1;1;1;4;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;3;4;5;;;;1;77;1;3;3;1;0;3;2;4;4;1;2;2;2;1;2
4748;7;2;1;9;6;12;4;4;5;1;1;8;2;2;;3;;2;;2;2;2;2;1;2;2;1;2;2;10;1;2;1;1;1;1;1;1;6;60;2;;;;;1;3;;1;2;2;2;2;1;2;2;3;3;4;4;5;;;;1;6;12;1;1;0;0;4;2;1;1;2;1;1;1;1;1
4749;7;1;1;7;17;9;2;1;6;3;3;1;2;2;;3;;2;;2;2;1;2;2;2;2;2;2;2;10;1;1;1;4;3;1;2;2;6;300;4;;;;;2;4;;2;2;2;2;2;2;2;2;3;4;4;4;1;;;;1;17;9;5;3;2;0;3;2;2;3;1;3;3;3;1;1
4750;7;1;1;8;83;12;4;1;5;3;1;9;5;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;2;2;1;1;1;1;1;2;4;120;1;;;;;10;2;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;83;12;3;3;1;0;5;1;1;1;2;1;1;1;1;1
4751;7;2;1;3;33;9;2;1;6;3;7;6;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;2;1;1;2;1;1;1;6;0;;;;;;50;3;;2;2;1;2;2;2;2;2;4;4;1;4;5;;;;1;33;9;3;2;0;0;4;1;3;4;1;1;1;1;1;2
4752;7;2;1;5;78;1;5;1;6;3;1;5;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;4;2;3;2;2;2;2;1;2;6;300;1;;;;;1;3;;3;2;2;3;2;2;2;2;4;4;4;4;4;;;;1;78;1;;2;2;0;4;2;1;1;1;3;3;3;2;1
4753;7;1;1;8;69;11;4;1;6;2;1;2;9;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;6;2;5;1;1;1;3;4;60;1;;;;;10;2;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;69;11;5;3;0;0;5;1;3;3;3;2;3;3;1;1
4754;7;1;1;7;17;9;1;1;6;2;1;8;9;2;;3;;2;;2;2;2;2;2;2;2;3;2;2;10;1;1;2;2;2;1;1;7;2;120;1;;;;;0;3;;2;3;2;2;2;2;2;2;3;4;3;2;4;;;;1;17;9;4;4;0;0;3;1;3;3;1;2;2;3;1;3
4755;7;2;1;5;17;9;1;1;5;2;1;4;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;1;3;1;1;1;1;2;1;30;1;;;;;1;2;;2;2;2;2;2;2;2;2;4;2;4;4;1;;;;1;17;9;5;4;2;0;4;1;3;3;2;1;1;1;1;2
4756;7;1;1;5;93;1;5;1;5;3;2;9;5;2;;1;;2;;2;2;2;1;1;2;2;2;2;1;5;1;3;1;1;1;1;2;1;6;3;1;5;;;;0;3;;1;2;2;2;2;2;1;2;4;1;3;1;4;;;;1;93;1;4;2;2;0;1;1;1;2;2;1;1;1;1;1
4757;7;2;2;3;62;5;4;1;6;4;1;8;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;3;0;;;;;;0;4;2;2;2;3;3;2;2;2;3;3;1;1;3;4;;;;1;62;5;6;2;1;0;4;2;5;5;1;3;3;3;3;3
4758;7;1;1;6;49;7;2;1;6;3;8;7;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;7;2;6;2;4;1;1;1;2;6;60;2;;;;;1;3;;2;2;2;2;2;2;2;2;4;3;4;3;5;;;;1;49;7;6;5;3;0;3;2;4;4;1;1;1;1;1;1
4759;7;1;1;8;25;3;2;4;6;1;4;2;1;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;10;1;6;2;2;1;2;1;2;6;80;1;2;;;;0;3;;2;2;2;2;2;2;2;2;2;3;2;3;5;;;;1;25;3;3;1;0;0;1;2;3;2;3;2;2;2;1;1
4760;7;2;2;4;83;12;4;4;5;3;1;5;2;2;;3;;2;;2;2;1;1;2;2;1;2;2;2;9;1;3;2;1;1;1;1;2;6;75;1;2;;;;30;4;2;2;2;1;2;2;2;2;2;1;2;4;2;5;;;;1;83;12;1;2;0;0;3;1;1;1;3;1;1;1;1;3
4761;7;2;1;9;6;12;4;1;6;2;1;8;9;2;;3;;2;;2;2;2;2;2;2;2;2;2;1;10;1;2;1;1;1;1;1;1;2;0;;;;;;0;3;;1;2;2;2;2;1;2;2;2;3;3;4;4;;;;1;6;12;4;2;0;0;3;1;4;4;1;1;1;1;3;3
4762;7;1;2;2;13;12;4;3;6;2;4;3;5;1;3;3;;2;;2;2;1;1;1;2;1;2;2;1;6;1;3;1;2;2;1;1;1;1;0;;;;;;1;1;2;2;2;1;2;2;2;1;2;1;1;2;1;2;;;;1;13;12;4;2;0;0;6;1;1;1;1;1;1;1;1;1
4763;7;3;2;5;44;7;1;1;5;3;1;2;10;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;2;1;1;2;2;0;;;;;;0;4;2;2;2;2;2;2;2;2;2;3;1;1;4;1;;;;1;44;7;5;2;2;0;3;2;1;1;2;1;1;1;1;1
4764;7;2;2;4;2;5;3;1;6;2;1;10;11;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;2;6;1;1;1;2;1;1;6;60;1;;;;;0;4;2;2;2;2;2;2;1;2;2;1;1;2;1;3;;;;1;2;5;5;4;1;0;2;2;1;1;2;1;1;1;3;1
4765;7;1;1;4;49;7;2;1;6;3;3;2;10;2;;3;;2;;2;2;2;1;1;2;2;2;2;2;9;3;1;2;2;3;3;2;3;2;3;1;;;;;10;4;;2;2;2;2;2;1;2;2;4;2;4;2;1;;;;1;49;7;4;4;2;0;3;1;4;4;1;2;3;3;3;3
4766;7;1;1;4;94;1;5;1;6;7;8;1;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;2;0;;;;;;0;2;;2;2;2;2;2;2;2;2;2;3;2;3;1;;;;1;94;1;3;4;2;0;4;2;2;2;2;1;1;1;1;1
4767;7;1;1;3;91;1;5;1;6;3;1;3;2;2;;2;;2;;2;2;1;2;2;2;2;2;2;2;10;1;4;4;1;2;1;2;4;3;600;4;;;;;10;3;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;91;1;10;5;3;0;4;2;2;2;2;2;2;2;1;1
4768;7;1;2;5;69;11;4;1;6;2;1;4;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;6;2;1;2;3;1;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;2;1;4;4;4;;;;1;69;11;5;3;2;0;1;2;3;4;1;2;2;2;3;3
4769;7;3;2;8;6;12;4;1;5;1;1;2;8;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;3;2;2;1;1;1;1;4;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;4;4;5;;;;1;6;12;1;1;0;0;2;1;2;2;2;1;1;3;1;1
4770;7;2;1;6;8;6;3;1;5;7;1;2;4;2;;3;;2;;2;2;1;2;2;2;2;2;2;2;8;2;2;3;1;1;2;1;1;4;90;1;2;;;;1;3;;2;2;2;2;2;2;2;2;4;4;2;2;5;;;;1;8;6;6;2;1;0;5;1;3;3;1;1;1;1;1;1
4771;7;1;2;6;95;1;5;1;5;3;1;9;10;2;;3;;2;;2;2;2;1;2;2;2;2;2;2;10;1;1;2;1;1;1;2;1;2;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;2;2;1;2;5;;;;1;95;1;3;5;3;0;4;2;1;1;2;1;1;1;1;1
4772;7;2;2;1;62;5;4;1;6;2;1;4;9;2;;3;;1;36.9;2;2;2;1;2;2;2;1;2;2;10;2;2;1;2;1;1;1;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;1;2;2;1;3;;;;1;62;5;3;2;0;0;6;2;2;3;1;2;2;2;1;1
4773;7;1;1;2;61;4;1;1;6;1;10;8;1;1;3;1;;1;37.0;1;1;1;2;1;1;1;2;1;1;9;2;3;2;2;2;2;2;2;3;1320;2;3;;;;3;1;;2;1;1;1;1;1;1;2;2;2;3;2;3;5;;;1;61;4;5;25;10;15;6;2;1;2;1;2;1;1;1;2
4774;7;1;2;3;29;8;1;1;5;7;1;6;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;1;4;1;1;1;1;2;6;120;2;;;;;0;4;2;2;2;2;2;2;2;2;2;1;1;1;4;1;;;;1;29;8;5;4;2;0;5;2;2;2;3;1;1;1;1;1
4775;7;1;1;6;36;2;2;1;6;2;10;1;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;6;2;2;1;2;2;2;2;6;5;0;;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;36;2;5;2;1;0;3;1;5;5;1;2;2;2;3;3
4776;7;1;2;7;62;5;4;1;5;3;1;3;6;1;3;3;;2;;2;2;1;2;2;2;2;2;2;2;10;3;3;1;5;1;1;1;2;5;90;1;;;;;20;4;2;2;2;2;2;2;1;2;2;3;4;3;4;3;;;;1;62;5;5;3;0;0;4;1;2;2;2;1;1;1;1;1
4777;7;1;2;3;76;4;2;1;5;1;1;5;8;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;2;2;2;1;1;1;1;1;4;60;1;;;;;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;5;;;;1;76;4;4;1;1;0;5;1;1;1;2;2;2;2;1;2
4778;7;2;2;3;59;5;4;1;6;7;1;6;8;1;4;3;;2;;1;2;2;2;2;2;1;2;2;2;10;2;6;1;1;1;1;1;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;1;3;2;1;1;;;;1;59;5;4;3;0;1;3;1;4;3;1;2;2;2;1;3
4779;7;1;1;4;76;4;4;2;5;3;1;5;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;4;2;2;1;1;1;1;4;0;;;;;;0;2;;2;2;2;2;2;2;2;2;3;4;4;4;1;;;;1;76;4;4;4;2;0;6;2;3;5;3;1;1;1;3;2
4780;7;2;2;7;14;4;4;1;5;3;1;4;2;2;;3;;1;38.8;2;2;1;1;2;2;2;1;2;2;9;1;2;1;2;1;1;1;1;6;0;;;;;;0;4;2;2;2;2;2;2;1;2;2;3;3;3;3;5;;;;1;14;4;4;3;0;0;3;2;2;2;3;1;3;3;1;3
4781;7;2;1;5;59;5;4;1;6;1;1;8;11;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;2;6;2;2;2;2;2;1;6;0;;;;;;1;3;;2;2;2;2;2;1;2;2;1;1;1;1;4;;;;1;59;5;4;2;0;0;4;1;4;4;1;2;2;2;1;1
4782;7;1;2;5;22;8;1;1;5;1;2;6;1;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;2;1;1;1;1;1;6;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;3;2;2;3;3;;;;1;22;8;4;1;0;0;5;1;5;5;3;1;1;1;1;1
4783;7;1;1;5;71;3;2;1;6;7;1;3;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;3;4;1;1;1;1;1;1;6;0;;;;;;0;3;;2;2;2;2;2;2;2;2;4;4;4;3;5;;;;1;71;3;6;4;2;0;4;1;1;5;3;1;3;3;1;3
4784;7;2;1;4;69;11;4;1;6;3;5;2;6;1;5;1;;1;0.0;2;1;2;1;2;1;1;2;2;2;9;1;1;1;5;1;1;2;4;4;1440;1;2;4;;;10;2;;2;2;1;2;2;2;2;2;2;2;1;2;1;;;;1;69;11;4;3;3;0;5;2;1;1;1;2;2;2;1;1
4785;7;2;2;4;40;9;3;1;5;3;8;4;5;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;10;2;2;4;4;1;6;1;1;6;60;2;;;;;0;3;2;3;2;3;2;2;2;2;2;4;2;4;1;5;;;;1;40;9;5;8;4;0;4;2;4;4;1;2;2;2;1;1
4786;7;2;2;2;71;3;2;1;5;7;2;8;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;4;5;1;1;2;1;1;6;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;3;4;2;5;;;;1;71;3;5;2;0;2;4;1;5;5;1;1;1;1;1;1
4787;7;1;2;3;44;7;4;1;6;2;10;9;8;1;3;3;;2;;1;1;1;1;1;1;1;1;1;1;6;1;6;1;1;1;1;1;1;6;0;;;;;;0;3;2;2;2;1;2;2;2;2;2;3;3;3;1;6;;;;1;44;7;3;3;1;0;3;1;1;1;3;3;3;3;1;1
4788;7;2;2;3;95;1;2;1;5;1;4;3;5;2;;3;;2;;1;2;2;2;1;2;2;2;2;2;6;1;2;3;2;2;1;1;2;4;45;1;;;;;0;2;2;2;2;2;3;2;2;2;2;4;3;4;3;4;;;;1;95;1;2;2;1;0;3;1;3;3;3;3;3;3;1;1
4789;7;2;2;6;39;3;3;1;5;5;1;7;5;1;2;2;;1;38.6;1;2;1;1;1;1;1;1;1;2;10;1;3;1;1;1;1;1;1;1;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;1;1;1;1;4;;;;1;39;3;4;3;2;0;4;2;1;1;2;1;1;1;1;1
4790;7;2;2;2;42;11;1;1;5;7;1;5;3;2;;3;;2;;2;2;2;2;1;2;2;2;1;2;8;1;1;2;2;1;1;1;1;3;0;;;;;;0;1;2;2;2;2;2;2;2;2;2;4;3;4;4;3;;;;1;42;11;3;2;0;0;5;1;3;3;3;2;1;1;1;3
4791;7;2;2;8;83;12;4;3;5;2;1;2;3;2;;3;;2;;2;2;2;1;2;2;2;2;2;2;8;2;3;2;1;1;1;1;1;6;0;;;;;;0;3;2;1;2;1;2;2;1;2;2;3;3;3;4;5;;;;1;83;12;5;2;0;0;4;1;1;1;2;1;3;3;1;3
4792;7;2;2;4;29;8;2;1;5;2;1;2;5;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;8;1;1;1;1;1;1;1;1;2;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;4;4;4;4;1;;;;1;29;8;4;6;3;0;2;1;1;2;3;3;3;3;1;1
4793;7;2;2;6;89;3;1;2;5;3;1;2;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;6;1;2;2;1;1;2;2;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;3;3;3;1;5;;;;1;89;3;10;3;3;0;3;2;2;1;2;1;1;1;1;1
4794;7;2;2;5;30;10;1;2;6;5;8;1;7;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;10;2;2;2;1;1;1;1;1;1;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;;1;30;10;5;2;1;0;4;2;1;1;2;2;1;2;2;2
4795;7;2;2;7;14;4;4;1;5;3;1;4;2;2;;3;;1;38.8;2;2;1;1;2;2;2;1;2;2;10;1;2;1;1;1;1;1;1;6;0;;;;;;0;4;2;2;2;2;2;2;1;2;2;3;3;3;3;5;;;;1;14;4;4;3;0;0;3;2;2;2;3;1;1;1;1;1
4796;7;2;1;6;72;7;1;2;5;3;3;1;8;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;9;1;2;1;1;2;1;1;2;3;60;2;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;1;3;;;1;72;7;7;7;5;0;5;1;4;4;1;3;3;3;1;1
4797;7;2;2;2;7;11;4;2;5;2;1;8;2;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;8;1;2;5;1;1;1;1;1;2;420;4;;;;;12;3;2;2;2;2;2;2;2;2;2;4;3;4;4;1;;;;1;7;11;;3;1;0;3;2;1;3;2;1;1;1;1;2
4798;7;2;2;4;14;4;1;1;6;2;1;2;3;2;;2;;1;0.0;1;2;2;1;1;2;2;2;2;2;8;1;6;1;1;1;1;1;1;2;35;5;;;;;0;3;2;2;2;2;2;2;2;2;2;1;1;2;3;4;;;;1;14;4;4;3;1;0;5;2;5;5;3;1;1;1;1;1
4799;7;2;1;2;45;2;2;1;5;2;2;6;9;1;3;2;;2;;2;2;2;1;2;2;2;2;2;2;3;1;3;2;1;4;1;1;2;6;0;;;;;;1;2;;2;2;2;2;2;2;3;2;4;4;4;3;5;;;;1;45;2;7;4;2;0;4;1;3;4;1;1;1;1;1;3
4800;7;2;2;3;47;9;3;1;5;3;2;7;8;2;;3;;2;;1;2;2;2;2;2;2;2;2;2;7;2;2;1;1;1;2;1;1;5;30;1;;;;;1;4;2;2;2;2;2;2;2;2;2;4;1;4;4;4;;;;1;47;9;8;2;2;0;4;1;1;1;2;1;1;1;1;1
4801;7;2;2;1;67;6;2;1;5;1;7;9;8;2;;3;;2;;2;2;2;1;2;2;2;2;2;2;7;1;2;2;2;2;2;1;1;3;90;1;2;3;;;2;4;2;2;2;1;2;2;2;2;2;2;3;4;1;5;;;;1;67;6;12;4;1;0;4;1;1;2;3;2;1;1;3;3
4802;7;2;2;4;2;5;1;2;5;3;7;2;10;2;;2;;2;;2;2;1;2;2;2;2;2;2;2;8;1;6;1;1;1;1;1;1;4;10;2;;;;;0;3;2;2;2;2;2;2;2;2;2;4;3;3;4;5;;;;1;2;5;5;6;4;0;4;1;3;2;1;1;1;1;1;1
4803;7;2;1;2;10;6;4;1;5;1;5;1;11;2;;3;;1;38.5;2;1;1;1;1;2;2;1;1;2;5;1;6;1;1;6;1;1;2;6;60;1;;;;;6;2;;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;10;6;3;1;0;0;3;2;1;1;1;2;2;2;1;1
4804;7;2;2;3;44;7;4;1;6;2;1;2;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;2;1;1;1;1;1;2;2;0;;;;;;0;3;2;2;2;2;2;2;2;2;2;4;3;3;3;5;;;;1;44;7;4;4;2;0;5;1;1;1;2;1;1;1;1;1
4805;7;2;2;4;21;3;1;1;5;1;2;1;7;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;6;2;2;1;2;1;2;1;2;2;270;1;2;;;;10;4;2;3;3;2;2;2;2;2;2;3;3;4;2;5;;;;1;21;3;4;4;2;0;4;2;1;1;2;1;1;1;1;1
4806;7;1;2;6;47;9;3;2;5;3;1;8;2;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;6;30;1;;;;;0;2;2;2;2;2;2;2;2;2;2;3;3;4;3;4;;;;1;47;9;5;3;0;0;3;2;1;1;2;1;1;1;1;1
4807;7;2;1;6;91;1;5;1;5;3;1;2;11;2;;3;;2;;2;2;2;2;1;2;2;2;2;2;8;1;1;2;3;2;1;1;6;3;0;;;;;;0;3;;2;2;2;2;2;2;2;2;3;4;4;3;1;;;;1;91;1;5;3;0;0;5;2;5;5;3;3;3;3;3;3
4808;7;1;2;8;78;1;5;1;5;5;1;6;8;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;2;6;3;1;1;1;1;1;3;0;;;;;;0;4;2;2;2;2;2;2;1;2;2;3;3;4;2;3;;;;1;78;1;6;1;0;0;3;1;1;1;2;1;1;1;1;1
4809;7;2;2;2;41;2;1;1;5;7;8;9;1;2;;3;;2;;2;2;1;2;2;2;2;2;2;2;8;1;1;2;3;1;1;1;2;2;480;4;;;;;40;3;2;2;2;2;2;2;1;2;2;3;1;3;4;1;;;;1;41;2;5;3;1;0;3;1;1;2;2;2;2;2;1;1
4810;7;3;1;6;78;1;3;1;5;3;2;8;7;1;4;1;;2;;2;2;2;1;2;1;2;2;1;2;6;2;3;3;3;3;3;3;3;2;0;;;;;;0;2;;1;1;2;2;2;2;2;2;3;3;3;3;4;;;;1;78;1;5;4;1;0;5;1;2;2;1;1;1;2;2;2
4811;7;2;2;2;85;7;1;1;6;1;6;10;1;1;2;2;;2;;2;2;2;2;2;2;2;2;2;2;5;1;2;1;3;1;1;1;1;2;0;;;;;;0;2;2;2;2;2;2;2;2;1;2;3;4;4;4;1;;;;1;85;7;6;1;0;0;5;2;3;3;1;1;1;1;1;1
4812;7;1;1;6;17;9;1;1;6;1;1;8;4;2;;2;;2;;2;2;2;2;2;2;2;2;2;2;7;2;2;2;1;1;1;2;2;3;60;1;;;;;0;4;;2;2;2;2;2;2;2;2;3;3;3;4;1;;;;1;17;9;7;1;0;0;3;2;4;4;1;2;2;2;1;3
4813;7;3;2;6;78;1;5;1;5;3;8;5;6;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;5;1;1;1;1;1;2;3;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;2;3;3;5;;;;1;78;1;6;4;2;0;5;2;5;2;3;1;2;1;1;1
4814;7;1;1;4;65;10;3;1;6;1;1;8;10;2;;3;;2;;2;2;2;2;1;2;2;2;2;2;10;1;2;1;1;1;1;1;1;6;45;2;;;;;0;2;;2;2;2;2;2;2;2;2;4;3;4;4;5;;;;1;65;10;6;3;0;0;4;1;1;2;3;1;1;1;1;3
4815;7;1;1;6;42;11;1;1;5;1;1;3;8;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;2;1;1;1;1;1;1;6;30;1;;;;;0;2;;2;2;2;2;2;2;2;2;3;3;4;4;5;;;;1;42;11;4;1;0;0;5;2;1;1;2;1;1;1;1;1
4816;7;3;1;6;77;1;2;1;6;3;8;1;3;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;1;1;1;4;1;1;1;1;5;60;5;;;;;0;2;;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;77;1;5;3;1;0;2;2;4;4;1;2;1;2;1;1
4817;7;1;2;8;33;9;2;1;5;3;1;6;5;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;10;1;1;1;1;1;1;1;1;5;0;;;;;;0;2;2;2;2;2;2;2;2;2;2;3;4;4;3;3;;;;1;33;9;4;2;0;0;4;2;2;2;2;1;1;1;1;1
4818;7;1;1;5;31;10;4;4;6;1;3;8;6;2;;1;;2;;2;2;2;2;2;2;2;2;2;2;7;1;1;1;6;1;1;1;1;6;0;;;;;;0;3;;2;2;2;2;2;2;2;2;1;2;3;3;4;;;;1;31;10;2;1;0;0;3;1;1;2;1;1;1;1;1;1
4819;7;2;1;5;40;9;1;1;6;3;1;5;4;2;;3;;2;;2;2;2;2;2;2;2;2;2;2;9;2;3;1;1;2;1;1;2;6;60;1;;;;;1;2;;2;2;2;2;2;2;2;2;4;4;4;4;5;;;;1;40;9;4;6;4;0;5;2;2;2;2;1;1;1;1;1
